KatpointTargets,ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1311-2216 | 3C283\, radec gaincal\, 13:11:39.33\, -22:16:41.7,J1337-28\, radec target\, 13:37:19.99\, -28:02:42.0",SCI-20180516-EB-01,2021-03-31T18:02:53Z,1617213676,MHONGOOSE J1337-28 rising 1,20163.39,SPOOLED,,32768,"J0408-6545,0408-658,J1130-1449,1127-145,J1311-2216,3C283,J1337-28",1.33649999983E9,1.44349999983E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1311-2216 | 3C283\, radec gaincal\, 13:11:39.33\, -22:16:41.7,J1337-28\, radec target\, 13:37:19.99\, -28:02:42.0",SCI-20180516-EB-01,2021-03-31T18:02:45Z,1617213673,MHONGOOSE J1337-28 rising 1,20167.47,SPOOLED,,4096,"J0408-6545,0408-658,J1130-1449,1127-145,J1311-2216,3C283,J1337-28",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-31T01:35:19Z,1617154503,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - XVI),1767.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J0955-6150\, radec Pulsars\, 9:55:20.85\, -61:50:16.9",SCI-20180516-MB-03,2021-03-30T23:01:32Z,1617145281,MeerTime Relbin U-band 2021-03-30 J0955-6150 conjunction (part 2),7258.81,SPOOLED,,1024,J0955-6150,5.44E8,1.088E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-93,2021-03-30T22:50:32Z,1617144627,Meertime phase up with flatten bandpass,448.17,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",5.44E8,1.088E9
"J0955-6150\, radec Pulsars\, 9:55:20.85\, -61:50:16.9",SCI-20180516-MB-03,2021-03-30T18:47:52Z,1617129982,MeerTime Relbin U-band 2021-03-30 J0955-6150 conjunction (part 1),14453.6,SPOOLED,,1024,J0955-6150,5.44E8,1.088E9
"J0408-6545_S\, radec\, 4:08:20.38\, -65:55:08.9,J0408-6545_O | PKS 0408-65\, radec\, 4:08:20.38\, -65:45:09.1\, (1410.0 8400.0 -3.70830186533 3.80739194577 -0.720249171902),J0408-6545_N\, radec\, 4:08:20.38\, -65:35:09.3",SCI-20180516-MB-93,2021-03-30T18:36:27Z,1617129383,Fluxcal J0408-6545,256.1,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",5.44E8,1.088E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-93,2021-03-30T18:26:16Z,1617128768,Meertime phase up with flatten bandpass,424.16,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0240-2309 | 0237-233\, radec gaincal\, 2:40:08.17\, -23:09:15.7,J0330-2901 | CDFS_6_5\, radec target\, 3:30:17.24\, -29:01:21.0",SCI-20180516-KH-01,2021-03-30T12:10:01Z,1617106110,"MIGHTEE CDFS_6_5 (4H, RUN1)",1911.19,SPOOLED,,32768,"J0408-6545,0408-658,J0240-2309,0237-233,J0330-2901,CDFS_6_5",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1517-2422 | ApLib\, radec gaincal\, 15:17:41.81\, -24:22:19.5,NGC 5903\, radec target\, 15:18:36.50\, -24:04:07.0",SCI-20210212-KK-02,2021-03-30T00:17:50Z,1617063374,"AGN feedback, HI and star formation in a sample of nearby galaxy groups_NGC5903",17408.64,SPOOLED,,32768,"J1939-6342,1934-638,J1517-2422,ApLib,NGC 5903",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-29T18:09:08Z,1617041239,MHONGOOSE J1253-12 rising 2 copy,20081.86,SPOOLED,,32768,"J0408-6545,0408-658,J1239-1023,1237-101,J1253-12,J1130-1449,1127-145",1.33649999983E9,1.44349999983E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-29T18:09:01Z,1617041229,MHONGOOSE J1253-12 rising 2 copy,20087.5,SPOOLED,,4096,"J0408-6545,0408-658,J1239-1023,1237-101,J1253-12,J1130-1449,1127-145",8.56E8,1.712E9
"J0101-6422\, radec Pulsars\, 1:01:11.12\, -64:22:30.2,J0955-6150\, radec Pulsars\, 9:55:20.85\, -61:50:16.9,J1157-5112\, radec Pulsars\, 11:57:08.17\, -51:12:56.1",SCI-20180516-MB-03,2021-03-29T14:32:59Z,1617028281,MeerTime Relbin U-band 2021-03 part 3,6378.47,SPOOLED,,1024,"J0101-6422,J0955-6150,J1157-5112",5.44E8,1.088E9
"J0408-6545_S\, radec\, 4:08:20.38\, -65:55:08.9,J0408-6545_O | PKS 0408-65\, radec\, 4:08:20.38\, -65:45:09.1\, (1410.0 8400.0 -3.70830186533 3.80739194577 -0.720249171902),J0408-6545_N\, radec\, 4:08:20.38\, -65:35:09.3",SCI-20180516-MB-93,2021-03-29T14:11:25Z,1617027081,Fluxcal J0408-6545,256.1,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",5.44E8,1.088E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-93,2021-03-29T14:01:10Z,1617026464,Meertime phase up with flatten bandpass,416.16,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
"J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1923-2104 | 1920-211\, radec gaincal\, 19:23:32.20\, -21:04:33.7,J2131-1207 | 2128-123\, radec gaincal\, 21:31:35.26\, -12:07:06.2",EXT-20210823-RT-01,2021-03-29T00:45:51Z,1616978654,Potential L-band  polcals epoch 3 (LST 13  - 01),22174.62,SPOOLED,,4096,"J1331+3030,3C286,J1939-6342,1934-638,J1923-2104,1920-211,J2131-1207,2128-123",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-28T18:12:53Z,1616955078,MHONGOOSE J1254-10a rising 3,20147.08,SPOOLED,,32768,"J0408-6545,0408-658,J1239-1023,1237-101,J1254-10a,J1130-1449,1127-145",1.33649999983E9,1.44349999983E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-28T18:12:46Z,1616955073,MHONGOOSE J1254-10a rising 3,20151.47,SPOOLED,,4096,"J0408-6545,0408-658,J1239-1023,1237-101,J1254-10a,J1130-1449,1127-145",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0318+1628 | CTA21\, radec gaincal\, 3:18:57.80\, 16:28:32.7,A399-A401\, radec target\, 2:58:30.00\, 13:20:00.0,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20210212-FG-01,2021-03-28T11:14:40Z,1616929986,Observation of the galaxy clusters A399-A401,18000.38,SPOOLED,,4096,"J0408-6545,0408-658,J0318+1628,CTA21,A399-A401,J0521+1638,3C138",8.56E8,1.712E9
"J1902-5105\, radec Pulsars\, 19:02:02.85\, -51:05:57.0",SCI-20180516-MB-03,2021-03-28T09:32:54Z,1616923883,MeerTIME J1902-5105 UHF (2021-03-28)  setting,3633.41,SPOOLED,,1024,J1902-5105,5.44E8,1.088E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-93,2021-03-28T09:22:32Z,1616923344,Fluxcal J1939-6342,288.11,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",5.44E8,1.088E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-93,2021-03-28T09:11:09Z,1616922662,Meertime phase up with flatten bandpass,568.22,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
"J1939-6342 | 1934-638\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.6,J1744-5144 | 1740-517\, radec gaincal\, 17:44:25.45\, -51:44:43.7,GX_339-4\, radec target\, 17:02:49.36\, -48:47:07.8,J1911-2006 | 1908-201\, radec gaincal\, 19:11:09.65\, -20:06:55.1,J1848-015\, radec target\, 18:48:49.81\, -1:29:30.0,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,GRS1915+105\, radec target\, 19:15:11.55\, 10:56:29.8",SCI-20180516-PW-01,2021-03-28T06:32:43Z,1616913070,ThunderKAT XRB 2021-03-27,3806.39,SPOOLED,true,32768,"J1939-6342,1934-638,J1744-5144,1740-517,GX_339-4,J1911-2006,1908-201,J1848-015,J2011-0644,2008-068,GRS1915+105",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-28T05:21:27Z,1616908870,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - XIV),1751.26,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J1902-5105\, radec Pulsars\, 19:02:02.85\, -51:05:57.0",SCI-20180516-MB-03,2021-03-28T02:44:40Z,1616899471,MeerTime Relbin U-band 2021-03-28 J1902-5105 conjunction (part 2),7242.81,SPOOLED,,1024,J1902-5105,5.44E8,1.088E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-93,2021-03-28T02:35:24Z,1616898919,Meertime phase up with flatten bandpass,432.17,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",5.44E8,1.088E9
"J1902-5105\, radec Pulsars\, 19:02:02.85\, -51:05:57.0",SCI-20180516-MB-03,2021-03-27T22:32:51Z,1616884281,MeerTime Relbin U-band 2021-03-28 J1902-5105 conjunction (part 1),14445.6,SPOOLED,,1024,J1902-5105,5.44E8,1.088E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-93,2021-03-27T22:21:25Z,1616883681,Fluxcal J1939-6342,408.16,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",5.44E8,1.088E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-93,2021-03-27T22:11:14Z,1616883066,Meertime phase up with flatten bandpass,456.18,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0240-2309 | 0237-233\, radec gaincal\, 2:40:08.17\, -23:09:15.7,J0328-2741 | CDFS_5_8\, radec target\, 3:28:58.79\, -27:41:15.0,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-KH-01,2021-03-27T11:03:57Z,1616842869,"MIGHTEE CDFS_5_8 (4H, RUN2)",14345.93,SPOOLED,,32768,"J0408-6545,0408-658,J0240-2309,0237-233,J0328-2741,CDFS_5_8,J0521+1638,3C138",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2236+2828 | 2234+282\, radec gaincal\, 22:36:22.47\, 28:28:57.4,GRB210323A\, radec target\, 21:11:47.06\, 25:22:11.6",SCI-20180516-PW-03,2021-03-27T06:03:54Z,1616824945,Short GRB 210323A second observation,15561.42,SPOOLED,true,4096,"J1939-6342,1934-638,J2236+2828,2234+282,GRB210323A",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-27T05:31:27Z,1616823068,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - XIII),1751.26,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J1930-1852\, radec Pulsars\, 19:30:29.72\, -18:51:46.3,J1902-5105\, radec Pulsars\, 19:02:02.85\, -51:05:57.0",SCI-20180516-MB-03,2021-03-27T03:02:54Z,1616814082,MeerTIME J1902-5105 UHF (2021-03-27),5754.23,SPOOLED,,1024,"J1930-1852,J1902-5105",5.44E8,1.088E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-93,2021-03-27T02:49:56Z,1616813391,Fluxcal J1939-6342,256.1,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",5.44E8,1.088E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-93,2021-03-27T02:41:12Z,1616812864,Meertime phase up with flatten bandpass,416.16,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",5.44E8,1.088E9
"J1326-4728A\, radec Pulsars\, 13:26:47.24\, -47:28:46.5",SCI-20180923-MK-04,2021-03-26T17:32:43Z,1616779881,TRAPUM Globular Clusters: wCen (epoch 2/2),14569.84,SPOOLED,,4096,J1326-4728A,8.56E8,1.712E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180923-MK-94,2021-03-26T17:16:39Z,1616778969,TRAPUM phase up with flatten bandpass,463.8,SPOOLED,,4096,"J0408-6545,PKS 0408-65,PKS 0407-65",8.56E8,1.712E9
"J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1,3C138_000\, radec target\, 5:24:18.05\, 17:25:24.5,3C138_001\, radec target\, 5:24:18.05\, 17:13:38.8,3C138_002\, radec target\, 5:24:18.05\, 17:01:53.3,3C138_003\, radec target\, 5:24:18.05\, 16:50:07.6,3C138_004\, radec target\, 5:24:18.05\, 16:38:22.1,3C138_005\, radec target\, 5:24:18.05\, 16:26:36.5,3C138_006\, radec target\, 5:24:18.05\, 16:14:50.9,3C138_007\, radec target\, 5:24:18.05\, 16:03:05.3,3C138_008\, radec target\, 5:24:18.05\, 15:51:19.7,3C138_009\, radec target\, 5:23:31.01\, 17:25:24.5,3C138_010\, radec target\, 5:23:31.01\, 17:13:38.8,3C138_011\, radec target\, 5:23:31.01\, 17:01:53.3,3C138_012\, radec target\, 5:23:31.01\, 16:50:07.6,3C138_013\, radec target\, 5:23:31.01\, 16:38:22.1,3C138_014\, radec target\, 5:23:31.01\, 16:26:36.5,3C138_015\, radec target\, 5:23:31.01\, 16:14:50.9,3C138_016\, radec target\, 5:23:31.01\, 16:03:05.3,3C138_017\, radec target\, 5:23:31.01\, 15:51:19.7,3C138_018\, radec target\, 5:22:43.97\, 17:25:24.5,3C138_019\, radec target\, 5:22:43.97\, 17:13:38.8,3C138_020\, radec target\, 5:22:43.97\, 17:01:53.3,3C138_021\, radec target\, 5:22:43.97\, 16:50:07.6,3C138_022\, radec target\, 5:22:43.97\, 16:38:22.1,3C138_023\, radec target\, 5:22:43.97\, 16:26:36.5,3C138_024\, radec target\, 5:22:43.97\, 16:14:50.9,3C138_025\, radec target\, 5:22:43.97\, 16:03:05.3,3C138_026\, radec target\, 5:22:43.97\, 15:51:19.7,3C138_027\, radec target\, 5:21:56.93\, 17:25:24.5,3C138_028\, radec target\, 5:21:56.93\, 17:13:38.8,3C138_029\, radec target\, 5:21:56.93\, 17:01:53.3,3C138_030\, radec target\, 5:21:56.93\, 16:50:07.6,3C138_031\, radec target\, 5:21:56.93\, 16:38:22.1,3C138_032\, radec target\, 5:21:56.93\, 16:26:36.5,3C138_033\, radec target\, 5:21:56.93\, 16:14:50.9,3C138_034\, radec target\, 5:21:56.93\, 16:03:05.3,3C138_035\, radec target\, 5:21:56.93\, 15:51:19.7,3C138_036\, radec target\, 5:21:09.89\, 17:25:24.5,3C138_037\, radec target\, 5:21:09.89\, 17:13:38.8,3C138_038\, radec target\, 5:21:09.89\, 17:01:53.3,3C138_039\, radec target\, 5:21:09.89\, 16:50:07.6,3C138\, radec bpcal gaincal\, 5:21:09.89\, 16:38:22.1,3C138_041\, radec target\, 5:21:09.89\, 16:26:36.5,3C138_042\, radec target\, 5:21:09.89\, 16:14:50.9,3C138_043\, radec target\, 5:21:09.89\, 16:03:05.3,3C138_044\, radec target\, 5:21:09.89\, 15:51:19.7,3C138_045\, radec target\, 5:20:22.85\, 17:25:24.5,3C138_046\, radec target\, 5:20:22.85\, 17:13:38.8,3C138_047\, radec target\, 5:20:22.85\, 17:01:53.3,3C138_048\, radec target\, 5:20:22.85\, 16:50:07.6,3C138_049\, radec target\, 5:20:22.85\, 16:38:22.1,3C138_050\, radec target\, 5:20:22.85\, 16:26:36.5,3C138_051\, radec target\, 5:20:22.85\, 16:14:50.9,3C138_052\, radec target\, 5:20:22.85\, 16:03:05.3,3C138_053\, radec target\, 5:20:22.85\, 15:51:19.7,3C138_054\, radec target\, 5:19:35.81\, 17:25:24.5,3C138_055\, radec target\, 5:19:35.81\, 17:13:38.8,3C138_056\, radec target\, 5:19:35.81\, 17:01:53.3,3C138_057\, radec target\, 5:19:35.81\, 16:50:07.6,3C138_058\, radec target\, 5:19:35.81\, 16:38:22.1,3C138_059\, radec target\, 5:19:35.81\, 16:26:36.5,3C138_060\, radec target\, 5:19:35.81\, 16:14:50.9,3C138_061\, radec target\, 5:19:35.81\, 16:03:05.3,3C138_062\, radec target\, 5:19:35.81\, 15:51:19.7,3C138_063\, radec target\, 5:18:48.77\, 17:25:24.5,3C138_064\, radec target\, 5:18:48.77\, 17:13:38.8,3C138_065\, radec target\, 5:18:48.77\, 17:01:53.3,3C138_066\, radec target\, 5:18:48.77\, 16:50:07.6,3C138_067\, radec target\, 5:18:48.77\, 16:38:22.1,3C138_068\, radec target\, 5:18:48.77\, 16:26:36.5,3C138_069\, radec target\, 5:18:48.77\, 16:14:50.9,3C138_070\, radec target\, 5:18:48.77\, 16:03:05.3,3C138_071\, radec target\, 5:18:48.77\, 15:51:19.7,3C138_072\, radec target\, 5:18:01.73\, 17:25:24.5,3C138_073\, radec target\, 5:18:01.73\, 17:13:38.8,3C138_074\, radec target\, 5:18:01.73\, 17:01:53.3,3C138_075\, radec target\, 5:18:01.73\, 16:50:07.6,3C138_076\, radec target\, 5:18:01.73\, 16:38:22.1,3C138_077\, radec target\, 5:18:01.73\, 16:26:36.5,3C138_078\, radec target\, 5:18:01.73\, 16:14:50.9,3C138_079\, radec target\, 5:18:01.73\, 16:03:05.3,3C138_080\, radec target\, 5:18:01.73\, 15:51:19.7",SSV-20210318-SS-01,2021-03-26T14:40:24Z,1616769529,3C138 Mosaic,6117.41,SPOOLED,,4096,"J0521+1638,3C138,3C138_000,3C138_001,3C138_002,3C138_003,3C138_004,3C138_005,3C138_006,3C138_007,3C138_008,3C138_009,3C138_010,3C138_011,3C138_012,3C138_013,3C138_014,3C138_015,3C138_016,3C138_017,3C138_018,3C138_019,3C138_020,3C138_021,3C138_022,3C138_023,3C138_024,3C138_025,3C138_026,3C138_027,3C138_028,3C138_029,3C138_030,3C138_031,3C138_032,3C138_033,3C138_034,3C138_035,3C138_036,3C138_037,3C138_038,3C138_039,3C138_041,3C138_042,3C138_043,3C138_044,3C138_045,3C138_046,3C138_047,3C138_048,3C138_049,3C138_050,3C138_051,3C138_052,3C138_053,3C138_054,3C138_055,3C138_056,3C138_057,3C138_058,3C138_059,3C138_060,3C138_061,3C138_062,3C138_063,3C138_064,3C138_065,3C138_066,3C138_067,3C138_068,3C138_069,3C138_070,3C138_071,3C138_072,3C138_073,3C138_074,3C138_075,3C138_076,3C138_077,3C138_078,3C138_079,3C138_080",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0240-2309 | 0237-233\, radec gaincal\, 2:40:08.17\, -23:09:15.7,J0328-2741 | CDFS_5_8\, radec target\, 3:28:58.79\, -27:41:15.0,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-KH-01,2021-03-26T10:06:49Z,1616753040,"MIGHTEE CDFS_5_8 (4H, RUN1)",14273.96,SPOOLED,,32768,"J0408-6545,0408-658,J0240-2309,0237-233,J0328-2741,CDFS_5_8,J0521+1638,3C138",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-26T05:46:27Z,1616737569,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - XII),1751.26,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1008+0730 | 3C237\, radec gaincal\, 10:08:00.02\, 7:30:16.6,COSMOS\, radec target\, 10:00:28.60\, 2:12:21.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20210212-JD-01,2021-03-25T16:57:41Z,1616691445,UHF Observations of COSMOS,28891.45,SPOOLED,,4096,"J0408-6545,0408-658,J1008+0730,3C237,COSMOS,J1939-6342,1934-638",5.44E8,1.088E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0240-2309 | 0237-233\, radec gaincal\, 2:40:08.17\, -23:09:15.7,J0329-2834 | CDFS_5_6\, radec target\, 3:29:04.02\, -28:34:39.0,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-KH-01,2021-03-25T11:47:45Z,1616672774,"MIGHTEE CDFS_5_6 (4H, RUN2)",14385.91,SPOOLED,,32768,"J0408-6545,0408-658,J0240-2309,0237-233,J0329-2834,CDFS_5_6,J0521+1638,3C138",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1",SCI-20180516-KH-01,2021-03-25T11:17:28Z,1616670876,"MIGHTEE CDFS_5_6 (4H, RUN2)",71.97,SPOOLED,,32768,"J0408-6545,0408-658",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2236+2828 | 2234+282\, radec gaincal\, 22:36:22.47\, 28:28:57.4,GRB210323A\, radec target\, 21:11:47.06\, 25:22:11.6",SCI-20180516-PW-03,2021-03-25T06:17:56Z,1616652974,Short GRB 210323A,15569.41,SPOOLED,true,4096,"J1939-6342,1934-638,J2236+2828,2234+282,GRB210323A",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-25T05:42:03Z,1616650909,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - XI),1871.21,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
