KatpointTargets,ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
"J0408-6545_S\, radec\, 4:08:20.38\, -65:55:08.9,J0408-6545_O | PKS 0408-65\, radec\, 4:08:20.38\, -65:45:09.1\, (1410.0 8400.0 -3.70830186533 3.80739194577 -0.720249171902),J0408-6545_N\, radec\, 4:08:20.38\, -65:35:09.3",SCI-20180516-MB-92,2020-10-27T00:50:55Z,1603759848,Sub1: Fluxcal J0408-6545,256.05,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",8.56E8,1.712E9
"J0408-6545_S\, radec\, 4:08:20.38\, -65:55:08.9,J0408-6545_O | PKS 0408-65\, radec\, 4:08:20.38\, -65:45:09.1\, (1410.0 8400.0 -3.70830186533 3.80739194577 -0.720249171902),J0408-6545_N\, radec\, 4:08:20.38\, -65:35:09.3",SCI-20180516-MB-92,2020-10-27T00:50:45Z,1603759843,Sub2: Fluxcal J0408-6545,256.05,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",8.56E8,1.712E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-92,2020-10-27T00:40:50Z,1603759243,Sub1: Meertime phase up with flatten bandpass,384.07,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",8.56E8,1.712E9
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-92,2020-10-27T00:40:42Z,1603759238,Sub2: Meertime phase up with flatten bandpass,384.07,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0440-4333\, radec gaincal\, 4:40:17.07\, -43:33:09.0,mfs24\, radec target\, 3:41:25.90\, -35:29:59.4,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-PS-01,2020-10-26T19:02:36Z,1603738872,mfs24a,18459.33,SPOOLED,,32768,"J1939-6342,1934-638,J0440-4333,mfs24,J0521+1638,3C138",1.33649999983E9,1.44349999983E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0440-4333\, radec gaincal\, 4:40:17.07\, -43:33:09.0,mfs24\, radec target\, 3:41:25.90\, -35:29:59.4,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-PS-01,2020-10-26T19:02:29Z,1603738868,mfs24a,18464.19,SPOOLED,,4096,"J1939-6342,1934-638,J0440-4333,mfs24,J0521+1638,3C138",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1550+0527 | 1548+056\, radec gaincal\, 15:50:35.27\, 5:27:10.4,J1649+0626\, radec\, 16:49:50.51\, 6:26:53.3,J1733-1304 | NRAO530\, radec gaincal\, 17:33:02.71\, -13:04:49.5,J1650-1248\, radec\, 16:50:38.03\, -12:48:54.5,J1653-0102\, radec\, 16:53:57.67\, -1:02:14.2",SCI-20180516-NG-01,2020-10-26T10:56:25Z,1603709706,LSB99-J1649/J1650/J1653,13450.31,SPOOLED,,32768,"J1939-6342,1934-638,J1331+3030,3C286,J1550+0527,1548+056,J1649+0626,J1733-1304,NRAO530,J1650-1248,J1653-0102",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1337-1257 | 1334-127\, radec gaincal\, 13:37:39.78\, -12:57:24.7,J1336-1052\, radec\, 13:36:21.59\, -10:52:43.4,J1337-1257\, radec\, 13:37:39.83\, -12:57:24.6,J1351-2439\, radec\, 13:51:50.53\, -24:39:21.3,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-NG-01,2020-10-26T07:07:39Z,1603695979,LSB89-J1336/J1337/J1351,12202.84,SPOOLED,,32768,"J0408-6545,0408-658,J1337-1257,1334-127,J1336-1052,J1351-2439,J1331+3030,3C286,J1939-6342,1934-638",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0420-6223 | 0420-625\, radec gaincal\, 4:20:56.13\, -62:23:38.7,J0419-54\, radec target\, 4:20:00.42\, -54:56:16.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-EB-01,2020-10-25T19:17:34Z,1603653370,MHONGOOSE J0419-54 rising 3,19584.5,SPOOLED,,32768,"J1939-6342,1934-638,J0420-6223,0420-625,J0419-54,J0521+1638,3C138",1.33649999983E9,1.44349999983E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0420-6223 | 0420-625\, radec gaincal\, 4:20:56.13\, -62:23:38.7,J0419-54\, radec target\, 4:20:00.42\, -54:56:16.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-EB-01,2020-10-25T19:17:26Z,1603653366,MHONGOOSE J0419-54 rising 3,19591.71,SPOOLED,,4096,"J1939-6342,1934-638,J0420-6223,0420-625,J0419-54,J0521+1638,3C138",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.6,J1744-5144 | 1740-517\, radec gaincal\, 17:44:25.45\, -51:44:43.7,GX_339-4\, radec target\, 17:02:49.36\, -48:47:07.8,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,GRS1915+105\, radec target\, 19:15:11.55\, 10:56:29.8",SCI-20180516-PW-01,2020-10-25T13:36:25Z,1603632965,ThunderKAT XRB 2020-10-24,2486.95,SPOOLED,true,32768,"J1939-6342,1934-638,J1744-5144,1740-517,GX_339-4,J2011-0644,2008-068,GRS1915+105",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1733-1304 | NRAO530\, radec gaincal\, 17:33:02.71\, -13:04:49.5,J1654+0017\, radec\, 16:54:35.38\, 0:17:19.5,J1550+0527 | 1548+056\, radec gaincal\, 15:50:35.27\, 5:27:10.4,J1703+0645\, radec\, 17:03:33.50\, 6:45:39.7,J1716-0613\, radec\, 17:16:27.09\, -6:13:56.5",SCI-20180516-NG-01,2020-10-25T09:45:14Z,1603619093,LSB100-J1654/J1703/J1716,13610.24,SPOOLED,,32768,"J1939-6342,1934-638,J1331+3030,3C286,J1733-1304,NRAO530,J1654+0017,J1550+0527,1548+056,J1703+0645,J1716-0613",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1337-1257 | 1334-127\, radec gaincal\, 13:37:39.78\, -12:57:24.7,J1316-2428\, radec\, 13:16:15.50\, -24:28:24.1,J1317-1345\, radec\, 13:17:36.55\, -13:45:32.8,J1323-4452 | 1320-446\, radec gaincal\, 13:23:04.25\, -44:52:33.8,J1335-3911\, radec\, 13:35:20.56\, -39:11:44.6,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-NG-01,2020-10-25T06:04:12Z,1603605772,LSB88-J1316/J1317/J1335,13138.44,SPOOLED,,32768,"J0408-6545,0408-658,J1337-1257,1334-127,J1316-2428,J1317-1345,J1323-4452,1320-446,J1335-3911,J1331+3030,3C286,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0745+1011 | 0742+103\, radec gaincal\, 7:45:33.06\, 10:11:12.7,ASASSN-14mv\, radec target\, 7:13:27.26\, 20:55:52.4",SCI-20180516-PW-02,2020-10-25T04:07:41Z,1603598781,ThunderKAT CV ASASSN-14mv monitoring epoch 9,5493.68,SPOOLED,true,32768,"J0408-6545,0408-658,J0745+1011,0742+103,ASASSN-14mv",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0420-6223 | 0420-625\, radec gaincal\, 4:20:56.13\, -62:23:38.7,J0419-54\, radec target\, 4:20:00.42\, -54:56:16.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-EB-01,2020-10-24T18:35:02Z,1603564416,MHONGOOSE J0419-54 rising 2,19535.58,SPOOLED,,32768,"J1939-6342,1934-638,J0420-6223,0420-625,J0419-54,J0521+1638,3C138",1.33649999983E9,1.44349999983E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0420-6223 | 0420-625\, radec gaincal\, 4:20:56.13\, -62:23:38.7,J0419-54\, radec target\, 4:20:00.42\, -54:56:16.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-EB-01,2020-10-24T18:34:52Z,1603564412,MHONGOOSE J0419-54 rising 2,19543.73,SPOOLED,,4096,"J1939-6342,1934-638,J0420-6223,0420-625,J0419-54,J0521+1638,3C138",8.56E8,1.712E9
"J1900-0933\, radec Pulsars\, 19:00:31.19\, -9:33:48.1,J1900+0634\, radec Pulsars\, 19:00:28.03\, 6:34:20.9,J1901+0124\, radec Pulsars\, 19:01:52.55\, 1:24:49.3,J1901+0331\, radec Pulsars\, 19:01:31.78\, 3:31:06.0,J1901-0312\, radec Pulsars\, 19:01:15.67\, -3:12:29.5,J1902+0615\, radec Pulsars\, 19:02:50.28\, 6:16:33.4,J1903+0601\, radec Pulsars\, 19:03:20.87\, 6:01:34.0,J1904+0738\, radec Pulsars\, 19:04:07.53\, 7:38:51.7,J1904+1011\, radec Pulsars\, 19:04:02.49\, 10:11:34.6,J1905+0600\, radec Pulsars\, 19:05:04.35\, 6:00:59.9,J1905+0709\, radec Pulsars\, 19:05:53.62\, 7:09:19.4,J1906+0414\, radec Pulsars\, 19:06:57.79\, 4:14:29.4,J1906+0912\, radec Pulsars\, 19:06:28.46\, 9:12:56.6,J1907+0731\, radec Pulsars\, 19:07:54.79\, 7:31:21.9,J1908+0500\, radec Pulsars\, 19:08:05.16\, 5:00:54.5,J1908+0909\, radec Pulsars\, 19:08:07.44\, 9:09:12.4,J1909+0912\, radec Pulsars\, 19:09:19.91\, 9:12:53.7,J1910+0225\, radec Pulsars\, 19:10:10.36\, 2:25:23.6,J1910+0517\, radec Pulsars\, 19:10:37.91\, 5:17:56.1,J1910+0714\, radec Pulsars\, 19:10:18.60\, 7:14:11.8,J1910+0728\, radec Pulsars\, 19:10:22.08\, 7:28:37.1,J1910-0309\, radec Pulsars\, 19:10:29.69\, -3:09:53.8,J1913+0904\, radec Pulsars\, 19:13:21.06\, 9:04:45.4,J1913+1011\, radec Pulsars\, 19:13:20.34\, 10:11:23.0,J1913+1400\, radec Pulsars\, 19:13:24.35\, 14:00:52.6,J1914+0219\, radec Pulsars\, 19:14:23.79\, 2:19:47.8,J1914+1122\, radec Pulsars\, 19:14:10.12\, 11:22:03.7,J1915+0738\, radec Pulsars\, 19:15:24.80\, 7:38:31.4,J1915+1009\, radec Pulsars\, 19:15:29.99\, 10:09:43.4,J1916+0951\, radec Pulsars\, 19:16:32.34\, 9:51:26.0,J1916+1312\, radec Pulsars\, 19:16:58.67\, 13:12:50.0,J1917+1353\, radec Pulsars\, 19:17:39.79\, 13:53:57.1,J1919+0021\, radec Pulsars\, 19:19:50.67\, 0:21:39.7,J1921+0812\, radec Pulsars\, 19:21:47.70\, 8:12:51.9,J1921+1948\, radec Pulsars\, 19:21:03.80\, 19:48:44.7,J1923+1706\, radec Pulsars\, 19:23:07.85\, 17:06:09.4,J1926+1648\, radec Pulsars\, 19:26:45.32\, 16:48:32.8,J1927+1852\, radec Pulsars\, 19:27:10.42\, 18:52:08.5,J1928+1746\, radec Pulsars\, 19:28:42.55\, 17:46:29.6,J1929+1955\, radec Pulsars\, 19:29:17.57\, 19:55:07.9,J1932+1059\, radec Pulsars\, 19:32:14.06\, 10:59:33.4,J1933+1304\, radec Pulsars\, 19:33:22.53\, 13:04:50.0,J1935+2025\, radec Pulsars\, 19:35:41.94\, 20:25:40.1,J1943+0609\, radec Pulsars\, 19:43:29.13\, 6:09:57.6,J1945-0040\, radec Pulsars\, 19:45:28.39\, -0:40:58.1,J2005-0020\, radec Pulsars\, 20:05:43.74\, -0:20:21.9,J2046-0421\, radec Pulsars\, 20:46:00.17\, -4:21:26.3,J2116+1414\, radec Pulsars\, 21:16:13.75\, 14:14:21.0,J1946-1312\, radec Pulsars\, 19:46:57.83\, -13:12:36.4,J1949-2524\, radec Pulsars\, 19:49:25.41\, -25:24:01.0,J1946-2913\, radec Pulsars\, 19:46:51.73\, -29:13:47.1,J1932-3655\, radec Pulsars\, 19:32:06.15\, -36:55:02.1,J2038-3816\, radec Pulsars\, 20:38:54.19\, -38:16:11.9,J2108-3429\, radec Pulsars\, 21:08:30.49\, -34:29:37.9,J2155-3118\, radec Pulsars\, 21:55:13.61\, -31:18:54.7,J2127-6648\, radec Pulsars\, 21:27:31.28\, -66:48:28.1,J2053-7200\, radec Pulsars\, 20:53:47.28\, -72:00:42.5,J2324-6054\, radec Pulsars\, 23:24:27.15\, -60:54:05.8,J0045-7319\, radec Pulsars\, 0:45:35.16\, -73:19:03.0,J0134-2937\, radec Pulsars\, 1:34:18.68\, -29:37:17.0,J0206-4028\, radec Pulsars\, 2:06:01.29\, -40:28:03.6,J0211-8159\, radec Pulsars\, 2:11:59.00\, -81:59:36.2,J0255-5304\, radec Pulsars\, 2:55:56.29\, -53:04:21.3",SCI-20180516-MB-02,2020-10-24T13:02:12Z,1603544450,MeerTIME TPA - 19-03 LST  Sub1  (ptuse 1.2)  (epoch 7),18403.49,SPOOLED,,1024,"J1900-0933,J1900+0634,J1901+0124,J1901+0331,J1901-0312,J1902+0615,J1903+0601,J1904+0738,J1904+1011,J1905+0600,J1905+0709,J1906+0414,J1906+0912,J1907+0731,J1908+0500,J1908+0909,J1909+0912,J1910+0225,J1910+0517,J1910+0714,J1910+0728,J1910-0309,J1913+0904,J1913+1011,J1913+1400,J1914+0219,J1914+1122,J1915+0738,J1915+1009,J1916+0951,J1916+1312,J1917+1353,J1919+0021,J1921+0812,J1921+1948,J1923+1706,J1926+1648,J1927+1852,J1928+1746,J1929+1955,J1932+1059,J1933+1304,J1935+2025,J1943+0609,J1945-0040,J2005-0020,J2046-0421,J2116+1414,J1946-1312,J1949-2524,J1946-2913,J1932-3655,J2038-3816,J2108-3429,J2155-3118,J2127-6648,J2053-7200,J2324-6054,J0045-7319,J0134-2937,J0206-4028,J0211-8159,J0255-5304",8.56E8,1.712E9
"J1900-2600\, radec Pulsars\, 19:00:47.58\, -26:00:43.8,J1941-2602\, radec Pulsars\, 19:41:00.41\, -26:02:05.8,J1900-0051\, radec Pulsars\, 19:00:46.64\, -0:51:08.4,J1901+0156\, radec Pulsars\, 19:01:34.28\, 1:56:38.0,J1901+0716\, radec Pulsars\, 19:01:38.94\, 7:16:34.8,J1901-0906\, radec Pulsars\, 19:01:53.01\, -9:06:11.1,J1903+0135\, radec Pulsars\, 19:03:29.99\, 1:35:38.5,J1904+0004\, radec Pulsars\, 19:04:12.72\, 0:04:05.3,J1904+0800\, radec Pulsars\, 19:04:03.50\, 8:00:52.6,J1904-1224\, radec Pulsars\, 19:04:33.28\, -12:24:01.3,J1905+0616\, radec Pulsars\, 19:05:06.85\, 6:16:16.7,J1905-0056\, radec Pulsars\, 19:05:27.74\, -0:56:41.0,J1906+0641\, radec Pulsars\, 19:06:35.24\, 6:41:02.9,J1907+0631\, radec Pulsars\, 19:07:03.82\, 6:31:18.9,J1907+0740\, radec Pulsars\, 19:07:44.12\, 7:40:22.6,J1908+0734\, radec Pulsars\, 19:08:17.01\, 7:34:14.4,J1908+0916\, radec Pulsars\, 19:08:58.76\, 9:16:14.0,J1909+0007\, radec Pulsars\, 19:09:35.26\, 0:07:57.8,J1909+0254\, radec Pulsars\, 19:09:38.31\, 2:54:51.0,J1909+1102\, radec Pulsars\, 19:09:48.69\, 11:02:03.4,J1910+0358\, radec Pulsars\, 19:10:09.06\, 3:58:28.0,J1910+1231\, radec Pulsars\, 19:10:13.53\, 12:31:40.2,J1913+0832\, radec Pulsars\, 19:13:00.50\, 8:32:05.1,J1913+1000\, radec Pulsars\, 19:13:03.59\, 10:00:02.4,J1913+1145\, radec Pulsars\, 19:13:43.88\, 11:45:33.1,J1913-0440\, radec Pulsars\, 19:13:54.17\, -4:40:47.7,J1914+0631\, radec Pulsars\, 19:14:17.24\, 6:31:56.3,J1915+0227\, radec Pulsars\, 19:15:02.12\, 2:27:47.8,J1915+0838\, radec Pulsars\, 19:15:13.87\, 8:38:59.7,J1916+0844\, radec Pulsars\, 19:16:19.08\, 8:44:07.0,J1916+1030\, radec Pulsars\, 19:16:11.72\, 10:30:53.4,J1917+0834\, radec Pulsars\, 19:17:48.85\, 8:34:54.6,J1918+1444\, radec Pulsars\, 19:18:23.64\, 14:45:06.0,J1919+0134\, radec Pulsars\, 19:19:43.62\, 1:34:56.5,J1921+1419\, radec Pulsars\, 19:21:24.16\, 14:19:17.1,J1922+1733\, radec Pulsars\, 19:22:53.22\, 17:33:23.5,J1926+1434\, radec Pulsars\, 19:26:57.22\, 14:34:55.3,J1926-0652\, radec Pulsars\, 19:26:37.11\, -6:52:43.0,J1927+1856\, radec Pulsars\, 19:27:24.97\, 18:56:36.8,J1929+1357\, radec Pulsars\, 19:29:10.62\, 13:57:35.9,J1931+1536\, radec Pulsars\, 19:31:55.71\, 15:36:57.5,J1935+1616\, radec Pulsars\, 19:35:47.83\, 16:16:40.0,J1943-1237\, radec Pulsars\, 19:43:25.48\, -12:37:42.4,J1946+1805\, radec Pulsars\, 19:46:53.04\, 18:05:41.2,J1956+0838\, radec Pulsars\, 19:56:52.26\, 8:38:16.8,J2006-0807\, radec Pulsars\, 20:06:16.37\, -8:07:02.2,J2046+1540\, radec Pulsars\, 20:46:39.34\, 15:40:33.6,J2124+1407\, radec Pulsars\, 21:24:46.57\, 14:07:19.3,J2215+1538\, radec Pulsars\, 22:15:39.65\, 15:38:34.9,J2048-1616\, radec Pulsars\, 20:48:35.64\, -16:16:44.6,J2136-1606\, radec Pulsars\, 21:36:00.22\, -16:06:13.0,J2253+1516\, radec Pulsars\, 22:53:14.53\, 15:16:37.8,J2248-0101\, radec Pulsars\, 22:48:26.89\, -1:01:48.1,J2346-0609\, radec Pulsars\, 23:46:50.50\, -6:09:59.9,J2330-2005\, radec Pulsars\, 23:30:26.89\, -20:05:29.6,J0034-0721\, radec Pulsars\, 0:34:08.87\, -7:21:53.4,J0108-1431\, radec Pulsars\, 1:08:08.35\, -14:31:50.2,J0151-0635\, radec Pulsars\, 1:51:22.72\, -6:35:03.0,J0152-1637\, radec Pulsars\, 1:52:10.85\, -16:37:53.6",SCI-20180516-MB-02,2020-10-24T13:00:54Z,1603544447,MeerTIME TPA 19-03 LST  Sub2  (ptuse 3.4)  (epoch 7),18139.44,SPOOLED,,1024,"J1900-2600,J1941-2602,J1900-0051,J1901+0156,J1901+0716,J1901-0906,J1903+0135,J1904+0004,J1904+0800,J1904-1224,J1905+0616,J1905-0056,J1906+0641,J1907+0631,J1907+0740,J1908+0734,J1908+0916,J1909+0007,J1909+0254,J1909+1102,J1910+0358,J1910+1231,J1913+0832,J1913+1000,J1913+1145,J1913-0440,J1914+0631,J1915+0227,J1915+0838,J1916+0844,J1916+1030,J1917+0834,J1918+1444,J1919+0134,J1921+1419,J1922+1733,J1926+1434,J1926-0652,J1927+1856,J1929+1357,J1931+1536,J1935+1616,J1943-1237,J1946+1805,J1956+0838,J2006-0807,J2046+1540,J2124+1407,J2215+1538,J2048-1616,J2136-1606,J2253+1516,J2248-0101,J2346-0609,J2330-2005,J0034-0721,J0108-1431,J0151-0635,J0152-1637",8.56E8,1.712E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-92,2020-10-24T12:50:51Z,1603543848,Sub1: Fluxcal J1939-6342,256.05,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-92,2020-10-24T12:50:47Z,1603543843,Sub2: Fluxcal J1939-6342,256.05,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-92,2020-10-24T12:42:55Z,1603543372,Sub2: Meertime phase up with flatten bandpass,384.07,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-92,2020-10-24T12:40:45Z,1603543243,Sub1: Meertime phase up with flatten bandpass,376.07,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1215-1731 | 1213-172\, radec gaincal\, 12:15:46.75\, -17:31:45.4,J1210-1620\, radec\, 12:10:59.72\, -16:20:42.7,J1120-2508 | 1117-248\, radec gaincal\, 11:20:09.12\, -25:08:07.8,J1211-3510\, radec\, 12:11:28.51\, -35:10:03.4,J1211-1926\, radec\, 12:11:57.77\, -19:26:07.5,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0",SCI-20180516-NG-01,2020-10-24T05:47:13Z,1603518411,LSB81-J1210/J1211/J1211,13010.5,SPOOLED,,32768,"J0408-6545,0408-658,J1215-1731,1213-172,J1210-1620,J1120-2508,1117-248,J1211-3510,J1211-1926,J1331+3030,3C286",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0745+1011 | 0742+103\, radec gaincal\, 7:45:33.06\, 10:11:12.7,ASASSN-14mv\, radec target\, 7:13:27.26\, 20:55:52.4",SCI-20180516-PW-02,2020-10-24T03:57:24Z,1603511764,ThunderKAT CV ASASSN-14mv monitoring epoch 8,5469.69,SPOOLED,true,32768,"J0408-6545,0408-658,J0745+1011,0742+103,ASASSN-14mv",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0440-4333\, radec gaincal\, 4:40:17.07\, -43:33:09.0,mfs32\, radec target\, 3:39:31.40\, -35:43:28.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-PS-01,2020-10-23T19:15:38Z,1603480453,mfs32a,18271.8,SPOOLED,,32768,"J1939-6342,1934-638,J0440-4333,mfs32,J0521+1638,3C138",1.33649999983E9,1.44349999983E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0440-4333\, radec gaincal\, 4:40:17.07\, -43:33:09.0,mfs32\, radec target\, 3:39:31.40\, -35:43:28.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20180516-PS-01,2020-10-23T19:15:32Z,1603480450,mfs32a,18280.27,SPOOLED,,4096,"J1939-6342,1934-638,J0440-4333,mfs32,J0521+1638,3C138",8.56E8,1.712E9
"J1701-3006D\, radec Pulsars\, 17:01:12.80\, -30:06:49.4",SCI-20180923-MK-04,2020-10-23T14:01:30Z,1603461680,TRAPUM Globular Clusters: NGC6266 (aka M62) epoch 2,14481.87,SPOOLED,,4096,J1701-3006D,8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1331+3030 | 3C286\, radec polcal\, 13:31:08.29\, 30:30:33.0,J1517-2422 | ApLib\, radec gaincal\, 15:17:41.81\, -24:22:19.5,J1459-1645\, radec\, 14:59:08.92\, -16:45:42.3,J1544-2312\, radec\, 15:44:14.23\, -23:12:00.8,J1605-1734 | 1602-174\, radec gaincal\, 16:05:02.19\, -17:34:14.4,J1552-0732\, radec\, 15:52:12.77\, -7:32:46.5",SCI-20180516-NG-01,2020-10-23T09:11:17Z,1603444187,LSB97-J1459/J1544/J1552,13330.36,SPOOLED,,32768,"J1939-6342,1934-638,J1331+3030,3C286,J1517-2422,ApLib,J1459-1645,J1544-2312,J1605-1734,1602-174,J1552-0732",8.56E8,1.712E9
"J1325-6253\, radec Pulsars\, 13:25:04.80\, -62:53:39.4",SCI-20180516-MB-03,2020-10-23T07:40:39Z,1603438827,Meertime Relbin J1325-6253,3112.59,SPOOLED,,1024,J1325-6253,8.56E8,1.712E9
