ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
DDT-20200323-MN-01,2020-03-24T01:56:22Z,1585014966,Non-thermal emission from classical novae observations (V3890 Sgr - Epoch 28),1519.36,SPOOLED,true,4096,"J1939-6342,1934-638,J1911-2006,1908-201,V3890 Sgr",8.56E8,1.712E9
DDT-20200323-MN-01,2020-03-24T01:56:18Z,1585014965,Non-thermal emission from classical novae observations (V3890 Sgr - Epoch 28),1527.35,SPOOLED,true,4096,"J1939-6342,1934-638,J1911-2006,1908-201,V3890 Sgr",8.56E8,1.712E9
SCI-20180516-MB-02,2020-03-23T02:10:13Z,1584929346,MeerTIME TPA 2020-03-20 copy,14473.88,SPOOLED,,1024,"J1831-0952,J1837-0822,J1842-0800,J1900-0933,J1904+1011,J1906+0649,J1914+0631,J1932+1500,J1926+1434,J1927+0911,J1927+1852,J1927+1856,J1931+1536,J1931+1952,J1709-4429",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-23T02:03:10Z,1584928988,Fluxcal J1939-6342,255.89,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-23T01:54:40Z,1584928480,Meertime 1K L-band phase up with flatten bandpass,407.83,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
SCI-20180516-MB-02,2020-03-23T01:17:25Z,1584926173,MeerTIME TPA 2020-03-20,151.94,SPOOLED,,1024,J1834-0010,8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-23T01:06:13Z,1584925571,Fluxcal J1939-6342,151.94,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-23T00:50:57Z,1584924656,Meertime 1K L-band phase up with flatten bandpass,407.83,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
SSV-20200311-FC-01,2020-03-21T23:02:30Z,1584831664,Initial observation of the Ophiuchus galaxy cluster WISEA J171227.81-232210.7,36288.65,SPOOLED,true,4096,"J1331+3030,3C286,J1733-1304,NRAO530,J1712-2322,J1939-6342,1934-638",8.56E8,1.712E9
SCI-20180516-MB-03,2020-03-21T04:52:22Z,1584766274,MeerTIME J1757-1854 orbit 20200320,16872.86,SPOOLED,,1024,"J1909-3744,J1757-1854",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-21T04:45:05Z,1584765904,Fluxcal J1939-6342,263.89,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-21T04:34:26Z,1584765266,Meertime 1K L-band phase up with flatten bandpass,415.82,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-21T04:19:31Z,1584764369,Meertime 1K L-band phase up with flatten bandpass,407.83,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
SSV-20200222-MB-01,2020-03-21T02:31:15Z,1584757862,MeerKAT imaging of the radio magnetar candidate Swift J1818.0-1607,4837.95,SPOOLED,true,4096,"J1939-6342,1934-638,J1833-2103,1830-210,J1818-1607",8.56E8,1.712E9
